,doi,url,title,abstract,is_biomimicry,petal_id
171,10.1038/s41567-020-0935-4,https://www.semanticscholar.org/paper/3a067a4392be4447af2e3c1ec53a7dba45e1c51b,Undulation enables gliding in flying snakes,"When flying snakes glide, they use aerial undulation. To determine if aerial undulation is a flight control strategy or a non-functional behavioural vestige of lateral undulation, we measured snake glides using high-speed motion capture and developed a new dynamical model of gliding. Reconstructions of the snake’s wing-body reveal that aerial undulation is composed of horizontal and vertical waves, whose phases differ by 90° and whose frequencies differ by a factor of two. Using these results, we developed a three-dimensional mathematical model of snake flight that incorporates aerodynamic and inertial effects. Although simulated glides without undulation attained some horizontal distance, they are biologically unrealistic because they failed due to roll and pitch instabilities. In contrast, the inclusion of undulation stabilized the rotational motion and markedly increased glide performance. This work demonstrates that aerial undulation in snakes serves a different function than known uses of undulation in other animals, and suggests a new template of control for dynamic flying robots. Observations of flying snakes inform the development of a dynamical model of gliding taking undulation into account. This work suggests that aerial undulation has a different function in snakes than in other animals.",True,
172,10.1038/s41567-020-0930-9,https://www.semanticscholar.org/paper/a5b70cd507c57e09f10e44f64e4e3319444f94f9,Universal elastic mechanism for stinger design,"Living organisms use stingers that vary in length L over eight orders of magnitude, from a few tens of nanometres to several metres, across a wide array of biological taxa. Despite the extreme variation in size, their structures are strikingly similar. However, the mechanism responsible for this remarkable morphological convergence remains unknown. Using basic physical arguments and biomimetic experiments, we reveal an optimal design strategy that links their length, base diameter d 0 , Young’s modulus E and friction force per unit area μ p 0 . This principle can be framed simply as $${d}_{0} \approx {(\mu {p}_{0}/E)}^{1/3}L$$ d 0 ≈ ( μ p 0 / E ) 1 / 3 L . Existing data from measurements on viruses, algae, marine invertebrates, terrestrial invertebrates, plants, terrestrial vertebrates, marine vertebrates—as well as man-made objects such as nails, needles and weapons—are consistent with our predictions. Our results highlight the evolutionary adaptation of mechanical traits to the constraints imposed by friction, elastic stability and cost. The structures of stingers of living organisms are surprisingly similar despite their vastly different lengths. Now, stingers are found to obey a unifying mechanistic principle that characterizes the stingers resistance to buckling.",True,
173,10.1126/sciadv.abb2307,https://www.semanticscholar.org/paper/4849d3b5b881b3196097561c68f21d288c3994b5,Compact nanoscale textures reduce contact time of bouncing droplets,"Compact nanoscale textures reduce contact time of bouncing droplets with implications in insect survival and miniature drones. Many natural surfaces are capable of rapidly shedding water droplets—a phenomenon that has been attributed to the presence of low solid fraction textures (Φs ~ 0.01). However, recent observations revealed the presence of unusually high solid fraction nanoscale textures (Φs ~ 0.25 to 0.64) on water-repellent insect surfaces, which cannot be explained by existing wetting theories. Here, we show that the contact time of bouncing droplets on high solid fraction surfaces can be reduced by reducing the texture size to ~100 nm. We demonstrated that the texture size–dependent contact time reduction could be attributed to the dominance of line tension on nanotextures and that compact arrangement of nanotextures is essential to withstand the impact pressure of raindrops. Our findings illustrate a potential survival strategy of insects to rapidly shed impacting raindrops, and suggest a previously unidentified design principle to engineering robust water-repellent materials for applications including miniaturized drones.",True,
174,10.1002/esp.4933,https://www.semanticscholar.org/paper/19cc98f07c245160759d3985b27e3f2cc5bf2127,A seismic monitoring approach to detect and quantify river sediment mobilization by steelhead redd‐building activity,"The role of spawning salmonids in altering river bed morphology and sediment transport is significant, yet poorly understood. This is due, in large part, to limitations in monitoring the redd‐build ...",True,
175,10.1038/s41567-020-0935-4,https://www.semanticscholar.org/paper/3a067a4392be4447af2e3c1ec53a7dba45e1c51b,Undulation enables gliding in flying snakes,"When flying snakes glide, they use aerial undulation. To determine if aerial undulation is a flight control strategy or a non-functional behavioural vestige of lateral undulation, we measured snake glides using high-speed motion capture and developed a new dynamical model of gliding. Reconstructions of the snake’s wing-body reveal that aerial undulation is composed of horizontal and vertical waves, whose phases differ by 90° and whose frequencies differ by a factor of two. Using these results, we developed a three-dimensional mathematical model of snake flight that incorporates aerodynamic and inertial effects. Although simulated glides without undulation attained some horizontal distance, they are biologically unrealistic because they failed due to roll and pitch instabilities. In contrast, the inclusion of undulation stabilized the rotational motion and markedly increased glide performance. This work demonstrates that aerial undulation in snakes serves a different function than known uses of undulation in other animals, and suggests a new template of control for dynamic flying robots. Observations of flying snakes inform the development of a dynamical model of gliding taking undulation into account. This work suggests that aerial undulation has a different function in snakes than in other animals.",True,
176,10.1016/j.cub.2019.03.035,https://www.semanticscholar.org/paper/93c7ecf6c4514593d22e69a2638760b7e2e79ebb,Social immunity in insects,"When animals become sick, infected cells and an armada of activated immune cells attempt to eliminate the pathogen from the body. Once infectious particles have breached the body's physical barriers of the skin or gut lining, an initially local response quickly escalates into a systemic response, attracting mobile immune cells to the site of infection. These cells complement the initial, unspecific defense with a more specialized, targeted response. This can also provide long-term immune memory and protection against future infection. The cell-autonomous defenses of the infected cells are thus aided by the actions of recruited immune cells. These specialized cells are the most mobile cells in the body, constantly patrolling through the otherwise static tissue to detect incoming pathogens. Such constant immune surveillance means infections are noticed immediately and can be rapidly cleared from the body. Some immune cells also remove infected cells that have succumbed to infection. All this prevents pathogen replication and spread to healthy tissues. Although this may involve the sacrifice of some somatic tissue, this is typically replaced quickly. Particular care is, however, given to the reproductive organs, which should always remain disease free (immune privilege).",True,
177,10.1073/pnas.1620612114,https://www.semanticscholar.org/paper/83076c6a39ea48486f5a9fa78b9a0065da77f1d4,Investigation of hindwing folding in ladybird beetles by artificial elytron transplantation and microcomputed tomography,"Significance Hindwings in ladybird beetles successfully achieve compatibility between the deformability (instability) required for wing folding and strength property (stability) required for flying. This study demonstrates how ladybird beetles address these two conflicting requirements by an unprecedented technique using artificial wings. Our results, which clarify the detailed wing-folding process and reveal the supporting structures, provide indispensable initial knowledge for revealing this naturally evolved optimization system. Investigating the characteristics in the venations and crease patterns revealed in this study could provide an innovative designing method, enabling the integration of structural stability and deformability, and thus could have a considerable impact on engineering science. Ladybird beetles are high-mobility insects and explore broad areas by switching between walking and flying. Their excellent wing transformation systems enabling this lifestyle are expected to provide large potential for engineering applications. However, the mechanism behind the folding of their hindwings remains unclear. The reason is that ladybird beetles close the elytra ahead of wing folding, preventing the observation of detailed processes occurring under the elytra. In the present study, artificial transparent elytra were transplanted on living ladybird beetles, thereby enabling us to observe the detailed wing-folding processes. The result revealed that in addition to the abdominal movements mentioned in previous studies, the edge and ventral surface of the elytra, as well as characteristic shaped veins, play important roles in wing folding. The structures of the wing frames enabling this folding process and detailed 3D shape of the hindwing were investigated using microcomputed tomography. The results showed that the tape spring-like elastic frame plays an important role in the wing transformation mechanism. Compared with other beetles, hindwings in ladybird beetles are characterized by two seemingly incompatible properties: (i) the wing rigidity with relatively thick veins and (ii) the compactness in stored shapes with complex crease patterns. The detailed wing-folding process revealed in this study is expected to facilitate understanding of the naturally optimized system in this excellent deployable structure.",True,
178,10.1093/aob/mcaa058,https://www.semanticscholar.org/paper/ffe65f1cf0a1bfec30ba7727ed4b2348ad0af5aa,Pollen adaptation to ant pollination: a case study from the Proteaceae,"Background and Aims Ant–plant associations are widely diverse and distributed throughout the world, leading to antagonistic and/or mutualistic interactions. Ant pollination is a rare mutualistic association and reports of ants as effective pollinators are limited to a few studies. Conospermum (Proteaceae) is an insect-pollinated genus well represented in the south-western Australia biodiversity hotspot, and here we aimed to evaluate the role of ants as pollinators of C. undulatum. Methods Pollen germination after contact with several species of ants and bees was tested for C. undulatum and five co-flowering species for comparison. We then sampled the pollen load of floral visitors of C. undulatum to assess whether ants carried a pollen load sufficient to enable pollination. Lastly, we performed exclusion treatments to assess the relative effect of flying- and non-flying-invertebrate floral visitors on the reproduction of C. undulatum. For this, we measured the seed set under different conditions: ants exclusion, flying-insects exclusion and control. Key Results Pollen of C. undulatum, along with the other Conospermum species, had a germination rate after contact with ants of ~80 % which did not differ from the effect of bees; in contrast, the other plant species tested showed a drop in the germination rate to ~10 % following ant treatments. Although ants were generalist visitors, they carried a pollen load with 68–86 % of suitable grains. Moreover, ants significantly contributed to the seed set of C. undulatum. Conclusions Our study highlights the complexity of ant–flower interactions and suggests that generalizations neglecting the importance of ants as pollinators cannot be made. Conospermum undulatum has evolved pollen with resistance to the negative effect of ant secretions on pollen grains, with ants providing effective pollination services to this threatened species.",True,
179,10.1126/science.abb0064,https://www.semanticscholar.org/paper/73fe4831eacf867b64ca06e46131803837b5ff98,Drones become even more insect-like,"Mosquitoes' exceptional sensitivity to sound and airflow inspires new collision avoidance technology Evolutionary pressures in the animal kingdom have, over the course of several hundred million years, produced a diverse array of creatures highly adapted to survival within their own niche environments. Such adaptations coincide with optimized and efficient materials, body structure, and behavior. Humans have long drawn inspiration from nature in the creation of new technologies—for example, the earliest attempts at flight based on emulation of birds—and many benefits stem from the study of processes, materials, methods, and organizational structures of living organisms. On page 634 of this issue, Nakata et al. (1) exemplify the bioinspired design methodology through their investigation of the sound- and airflow-sensing capabilities of the southern house mosquito Culex quinquefasciatus and subsequent creation of a small quad-copter drone with an autonomous collision avoidance system based on the same sensing principles. The sensor displays compelling advantages in weight, power, and deployability over existing technology.",True,
180,10.1098/rspb.2020.0457,https://www.semanticscholar.org/paper/e4f75c6562ec3c60efe38478ca256b2f24bafec3,Deciphering an extreme morphology: bone microarchitecture of the hero shrew backbone (Soricidae: Scutisorex),"Biological structures with extreme morphologies are puzzling because they often lack obvious functions and stymie comparisons to homologous or analogous features with more typical shapes. An example of such an extreme morphotype is the uniquely modified vertebral column of the hero shrew Scutisorex, which features numerous accessory intervertebral articulations and massively expanded transverse processes. The function of these vertebral structures is unknown, and it is difficult to meaningfully compare them to vertebrae from animals with known behavioural patterns and spinal adaptations. Here, we use trabecular bone architecture of vertebral centra and quantitative external vertebral morphology to elucidate the forces that may act on the spine of Scutisorex and that of another large shrew with unmodified vertebrae (Crocidura goliath). X-ray micro-computed tomography (µCT) scans of thoracolumbar columns show that Scutisorex thori is structurally intermediate between C. goliath and S. somereni internally and externally, and both Scutisorex species exhibit trabecular bone characteristics indicative of higher in vivo axial compressive loads than C. goliath. Under compressive load, Scutisorex vertebral morphology is adapted to largely restrict bending to the sagittal plane (flexion). Although these findings do not solve the mystery of how Scutisorex uses its byzantine spine in vivo, our work suggests potentially fruitful new avenues of investigation for learning more about the function of this perplexing structure.",True,
181,10.1017/S0368393100109915,https://www.semanticscholar.org/paper/dae7ab35a62d69ec88b586123fe171dda8276dc7,The Silent Flight of Owls,"It is possible to trace, in the flying equipment of birds, feathered versions of many of the refinements that render the modern aeroplane more efficient than its predecessors. It would, therefore, be a mistake to ignore birds as a guide to possible future developments. One of the most interesting groups of birds is that which includes all the owls, for there is a possible connection between the manner in which their strikingly silent flight is achieved and the increasingly pressing problem of silencing airscrews.",True,
183,10.1016/j.asd.2018.12.004,https://www.semanticscholar.org/paper/c86ba572887cd8d24604a53619a5ad548c5112ef,Pygidial glands of Harpalus pensylvanicus (Coleoptera: Carabidae) contain resilin-rich structures.,"The pygidial gland system is a key innovation in adephagan beetles, producing, storing, and spraying defensive chemical compounds. As the source of defensive chemical production and storage, the pygidial gland system experiences severe chemical stress which challenges the integrity of the entire gland system. Here, we utilize autofluorescence-based confocal laser scanning microscopy to examine the morphology of pygidial gland secretory lobes and collecting ductules in a common Pennsylvanian harpaline species, Harpalus pensylvanicus. The glandular units are composed of type-III exocrine cells which empty into resilin-rich ductules, which themselves lead into a larger resilin-rich collecting duct, and ultimately the pygidial reservoir pump. We also utilize histological staining with toluidine blue and brightfield imaging to provide additional support for the presence of resilin in the collecting duct, as toluidine blue has been shown to stain resilin without metachromasia. We hypothesize that the high resilin content of the collecting ducts might be a widespread key evolutionary adaptation to prevent damage caused by physical and chemical stress generated in pump-containing insect exocrine gland systems.",True,
184,10.1101/2020.08.08.238469,https://www.semanticscholar.org/paper/9d500441b4b2af7aabfd0c8704f31d6036374fca,An ultra-potent synthetic nanobody neutralizes SARS-CoV-2 by locking Spike into an inactive conformation,"Without an effective prophylactic solution, infections from SARS-CoV-2 continue to rise worldwide with devastating health and economic costs. SARS-CoV-2 gains entry into host cells via an interaction between its Spike protein and the host cell receptor angiotensin converting enzyme 2 (ACE2). Disruption of this interaction confers potent neutralization of viral entry, providing an avenue for vaccine design and for therapeutic antibodies. Here, we develop single-domain antibodies (nanobodies) that potently disrupt the interaction between the SARS-CoV-2 Spike and ACE2. By screening a yeast surface-displayed library of synthetic nanobody sequences, we identified a panel of nanobodies that bind to multiple epitopes on Spike and block ACE2 interaction via two distinct mechanisms. Cryogenic electron microscopy (cryo-EM) revealed that one exceptionally stable nanobody, Nb6, binds Spike in a fully inactive conformation with its receptor binding domains (RBDs) locked into their inaccessible down-state, incapable of binding ACE2. Affinity maturation and structure-guided design of multivalency yielded a trivalent nanobody, mNb6-tri, with femtomolar affinity for SARS-CoV-2 Spike and picomolar neutralization of SARS-CoV-2 infection. mNb6-tri retains stability and function after aerosolization, lyophilization, and heat treatment. These properties may enable aerosol-mediated delivery of this potent neutralizer directly to the airway epithelia, promising to yield a widely deployable, patient-friendly prophylactic and/or early infection therapeutic agent to stem the worst pandemic in a century.",True,
185,10.1088/1748-3182/7/3/036014,https://www.semanticscholar.org/paper/8eca9e96ab03909f587672f558380190261412f8,Locomotion of Mexican jumping beans.,"The Mexican jumping bean, Laspeyresia saltitans, consists of a hollow seed housing a moth larva. Heating by the sun induces movements by the larva which appear as rolls, jumps and flips by the bean. In this combined experimental, numerical and robotic study, we investigate this unique means of rolling locomotion. Time-lapse videography is used to record bean trajectories across a series of terrain types, including one-dimensional channels and planar surfaces of varying inclination. We find that the shell encumbers the larva's locomotion, decreasing its speed on flat surfaces by threefold. We also observe that the two-dimensional search algorithm of the bean resembles the run-and-tumble search of bacteria. We test this search algorithm using both an agent-based simulation and a wheeled Scribbler robot. The algorithm succeeds in propelling the robot away from regions of high temperature and may have application in biomimetic micro-scale navigation systems.",True,
186,10.1016/j.jtbi.2017.09.017,https://www.semanticscholar.org/paper/ef70c2ad1ba97a0cbbe8644b5ba831dbba38e323,Optimal construction of army ant living bridges.,"Integrating the costs and benefits of collective behaviors is a fundamental challenge to understanding the evolution of group living. These costs and benefits can rarely be quantified simultaneously due to the complexity of the interactions within the group, or even compared to each other because of the absence of common metrics between them. The construction of 'living bridges' by New World army ants - which they use to shorten their foraging trails - is a unique example of a collective behavior where costs and benefits have been experimentally measured and related to each other. As a result, it is possible to make quantitative predictions about when and how the behavior will be observed. In this paper, we extend a previous mathematical model of these costs and benefits to much broader domain of applicability. Specifically, we exhibit a procedure for analyzing the optimal formation, and final configuration, of army ant living bridges given a means to express the geometrical configuration of foraging path obstructions. Using this procedure, we provide experimentally testable predictions of the final bridge position, as well as the optimal formation process for certain cases, for a wide range of scenarios, which more closely resemble common terrain obstacles that ants encounter in nature. As such, our framework offers a rare benchmark for determining the evolutionary pressures governing the evolution of a naturally occurring collective animal behavior.",True,
187,10.1088/1748-3190/aba8ac,https://www.semanticscholar.org/paper/5a8f0be8388c0f85a2dd90ef566726961f67cf78,Aerodynamic performance of flexible flapping wings deformed by slack angle.,"Wing flexibility is unavoidable for flapping wing flyers to ensure a lightweight body and for higher payload allowances on board. It also effectively minimizes the inertia force from high-frequency wingbeat motion. However, related studies that attempt to clarify the essence of wing flexibility remain insufficient. Here, a parametric study of a flexible wing was conducted as part of the effort to build an aerodynamic model and analyze its aerodynamic performance. The Quasi-steady (QS) modelling was adopted with experimentally determined translational forces. These forces were determined from 84 flexible wing cases while varying the angle of attack at the wing root and the flexibility parameter, slack angle , with 19 additional rigid wing cases. This study found for optimum lift generation to exceed 45° irrespective of . The coefficient curves were well-fitted with a cubed-sine function. The model was rigorously validated with various wing kinematics, giving a good estimation of the experimental results. The estimated error was less than 5%, 6%, and 8% for the lift, drag, and moment, respectively, considering fast to moderate wing kinematics. The study was extended to analyze the pure aerodynamic performance of the flexible wing. The most suitable wing for a flapping-wing micro-aerial vehicle (FWMAV) wing design with a simple vein structure was found to be the 5° slack-angled wing. The inference from this study further shows that a small amount of deformation is needed to increase the lift, as observed in natural flyers. Thus, wing deformation could allow living flyers to undertake less pitching motion in order to reduce the mechanical power and increase the efficiency of their wings.",True,
188,10.1098/rspb.2020.1748,https://www.semanticscholar.org/paper/bac416d379a2e7ea49ea9a7538810b86bd4b74e5,Bird wings act as a suspension system that rejects gusts,"Musculoskeletal systems cope with many environmental perturbations without neurological control. These passive preflex responses aid animals to move swiftly through complex terrain. Whether preflexes play a substantial role in animal flight is uncertain. We investigated how birds cope with gusty environments and found that their wings can act as a suspension system, reducing the effects of vertical gusts by elevating rapidly about the shoulder. This preflex mechanism rejected the gust impulse through inertial effects, diminishing the predicted impulse to the torso and head by 32% over the first 80 ms, before aerodynamic mechanisms took effect. For each wing, the centre of aerodynamic loading aligns with the centre of percussion, consistent with enhancing passive inertial gust rejection. The reduced motion of the torso in demanding conditions simplifies crucial tasks, such as landing, prey capture and visual tracking. Implementing a similar preflex mechanism in future small-scale aircraft will help to mitigate the effects of gusts and turbulence without added computational burden.",True,
189,10.1242/jeb.226654,https://www.semanticscholar.org/paper/b6f6320feea3f4619c99b9b23b6007fa1a72ef42,Remoras pick where they stick on blue whales,"Animal-borne video recordings from blue whales in the open ocean show that remoras preferentially adhere to specific regions on the surface of the whale. Using empirical and computational fluid dynamics analyses, we show that remora attachment was specific to regions of separating flow and wakes caused by surface features on the whale. Adhesion at these locations offers remoras drag reduction of up to 71–84% compared with the freestream. Remoras were observed to move freely along the surface of the whale using skimming and sliding behaviors. Skimming provided drag reduction as high as 50–72% at some locations for some remora sizes, but little to none was available in regions where few to no remoras were observed. Experimental work suggests that the Venturi effect may help remoras stay near the whale while skimming. Understanding the flow environment around a swimming blue whale will inform the placement of biosensor tags to increase attachment time for extended ecological monitoring. Highlighted Article: Analysis of previously undocumented skimming and sliding behaviors used by remoras reveals they preferentially adhere to areas with reduced drag on blue whales.",True,
190,10.1016/j.anbehav.2020.09.014,https://www.semanticscholar.org/paper/9706f3aef1d1ba2c21a2db52179bc662eb832bb1,Quadratic resource value assessment during mantis shrimp (Stomatopoda) contests,"Resource value assessment, in which competitors adjust behaviours according to the perceived value of a contested resource, is well described in animal contests. Such assessment is usually assumed to be categorical or linear; for example, males fight more aggressively when females are present than absent, or as female fecundity increases. Here, to our knowledge for the first time, we show quadratic resource value assessment, in which resource value is highest at a certain level and decreases in either direction. The mantis shrimp Neogonodactylus bredini occupies coral rubble burrows in a size-assortative manner: individuals of a certain body size inhabit burrows of a certain size. Using mock burrows of various sizes, we tested whether mantis shrimp (1) chose burrows predicted to be the best fit for their body size and (2) were more aggressive during, endured higher costs during and were more likely to win contests over burrows predicted to be best fit. Individuals chose burrows larger than their predicted best fit burrows. In contests, intruders without burrows were more likely to evict burrow residents when the burrow was slightly smaller than the intruder's predicted best fit size. Intruder success decreased as relative burrow size increased or decreased from this value. Intruders won by delivering more strikes and by being aggressive first. In contrast to intruders, burrow residents showed little evidence of resource value assessment. A literature review revealed that quadratic resource value assessment may play a role in contests over resources from territories to parasite hosts. Therefore, our results impact theoretical models of contest behaviour and may lend insight to how contests affect resource distributions.",True,
191,10.1152/physrev.00016.2016,https://www.semanticscholar.org/paper/66533aa0cc9489446b4ceec51ea656f6799c04d8,Molecular Physiology of Freeze Tolerance in Vertebrates.,"Freeze tolerance is an amazing winter survival strategy used by various amphibians and reptiles living in seasonally cold environments. These animals may spend weeks or months with up to ∼65% of their total body water frozen as extracellular ice and no physiological vital signs, and yet after thawing they return to normal life within a few hours. Two main principles of animal freeze tolerance have received much attention: the production of high concentrations of organic osmolytes (glucose, glycerol, urea among amphibians) that protect the intracellular environment, and the control of ice within the body (the first putative ice-binding protein in a frog was recently identified), but many other strategies of biochemical adaptation also contribute to freezing survival. Discussed herein are recent advances in our understanding of amphibian and reptile freeze tolerance with a focus on cell preservation strategies (chaperones, antioxidants, damage defense mechanisms), membrane transporters for water and cryoprotectants, energy metabolism, gene/protein adaptations, and the regulatory control of freeze-responsive hypometabolism at multiple levels (epigenetic regulation of DNA, microRNA action, cell signaling and transcription factor regulation, cell cycle control, and anti-apoptosis). All are providing a much more complete picture of life in the frozen state.",True,
192,10.1007/978-3-211-99749-9_1,https://www.semanticscholar.org/paper/c5083a29d8feeac63220d4b6d870c158a2672fac,Nature as model for technical sensors,"form only given. Sensors and sensing are essential for all forms of life. Correspondingly there is a fascinating richness and diversity of sensory systems throughout the animal kingdom. Animals use sensory input not only for communication, but also for the detection, discrimination and localization of animate and inanimate objects. In addition sensory systems provide basic cues for spatial orientation and navigation. Both the structure and the physiology of sensory systems reflect the natural environment in which an animal lives and the needs of the animal. Accordingly, the relevant and often complex stimuli and noise conditions, which natural sensors evolved to cope with, have to be found and applied, to fully understand any sensory system. This is a particular challenge in cases where animals show sensory capabilities alien to human perceptions. This presentation focuses on two sensory systems that humans and most animals do not have: the infrared sensory system of pyrophilous beetles and the electrosensory system of weakly electric fish. I will show that these sensory systems not only have remarkable features but can also be used as a model for the development of novel technical sensors.",True,
193,10.1073/pnas.1918297117,https://www.semanticscholar.org/paper/7e8e25e78bd90f4e757300efa945ed336b3e55b5,An energy landscape approach to locomotor transitions in complex 3D terrain,"Significance Effective locomotion in nature happens by transitioning across multiple modes (e.g., walk, run, climb). Using laboratory experiments on a model system, we demonstrate that an energy landscape approach helps understand how multipathway transitions across locomotor modes in complex 3D terrain statistically emerge from physical interaction. Animals’ and robots’ locomotor modes are attracted to basins of a potential energy landscape. They can use kinetic energy fluctuation from oscillatory self-propulsion to cross potential energy barriers, escaping from one basin and reaching another to make locomotor transitions. Our first-principle energy landscape approach is the beginning of a statistical physics theory of locomotor transitions in complex terrain. It will help understand and predict how animals, and how robots should, move through the real world. Effective locomotion in nature happens by transitioning across multiple modes (e.g., walk, run, climb). Despite this, far more mechanistic understanding of terrestrial locomotion has been on how to generate and stabilize around near–steady-state movement in a single mode. We still know little about how locomotor transitions emerge from physical interaction with complex terrain. Consequently, robots largely rely on geometric maps to avoid obstacles, not traverse them. Recent studies revealed that locomotor transitions in complex three-dimensional (3D) terrain occur probabilistically via multiple pathways. Here, we show that an energy landscape approach elucidates the underlying physical principles. We discovered that locomotor transitions of animals and robots self-propelled through complex 3D terrain correspond to barrier-crossing transitions on a potential energy landscape. Locomotor modes are attracted to landscape basins separated by potential energy barriers. Kinetic energy fluctuation from oscillatory self-propulsion helps the system stochastically escape from one basin and reach another to make transitions. Escape is more likely toward lower barrier direction. These principles are surprisingly similar to those of near-equilibrium, microscopic systems. Analogous to free-energy landscapes for multipathway protein folding transitions, our energy landscape approach from first principles is the beginning of a statistical physics theory of multipathway locomotor transitions in complex terrain. This will not only help understand how the organization of animal behavior emerges from multiscale interactions between their neural and mechanical systems and the physical environment, but also guide robot design, control, and planning over the large, intractable locomotor-terrain parameter space to generate robust locomotor transitions through the real world.",True,
194,10.1016/B978-0-12-816770-0.00020-4,https://www.semanticscholar.org/paper/63ec2efb4ca69120d95537751bb8f60904148074,Biomimicry as a design tool for nanocontainers: The “shape of things to come” in drug delivery,"Nanocontainers embody a “compartmentalized” structural archetype with the potential to operate on a dimensional scale that can either assimilate or be integrated within bio-driven processes. With expected improvements in sensitive diagnostic assays for early disease detection (e.g., CTCs or circulating tumor cells), this has important implications for developing drug delivery technologies to areas of small confinement in the body. Functionalized nanocontainers with tunable surface properties can help stabilize and release therapeutic chemical and biological drugs within nano- and sub-nano spaced cavities. Here, we discuss recent developments in the field of “nanocontainers” that show promise for addressing some of the more challenging aspects of drug therapeutics.",True,
195,10.1016/j.xcrp.2020.100060,https://www.semanticscholar.org/paper/9edcbfd025c4c0fdcab59d9875479630318050ce,Inhibiting Freeze-Thaw Damage in Cement Paste and Concrete by Mimicking Nature’s Antifreeze,"Since the 1930s, surfactant-based air-entraining admixtures (AEAs) have been used to mitigate freeze-thaw damage in cementitious materials. While effective, entrained air voids weaken concrete and increase its permeability, thereby increasing susceptibility to multiple other forms of in situ degradation. Inspired by nature, we report that a soluble biomimetic antifreeze polymer that displays ice recrystallization inhibition (IRI) and dynamic ice shaping (DIS) activities can prevent damage from ice crystal growth in cement paste and concrete. We first report that polyethylene glycol-graft-polyvinyl alcohol (PEG-PVA) mimics the explicit IRI and DIS activity of native ice-binding proteins in high-pH media characteristic of concrete pore solution. Second, we report that addition of PEG-PVA to cement paste and concrete prevents freeze-thaw damage without entraining air. Taken together, the findings demonstrate an alternative mechanistic approach to AEAs that can be leveraged to prevent damage from ice crystal growth in cementitious materials.",True,
197,10.1016/j.matt.2020.05.011,https://www.semanticscholar.org/paper/dca1484864371f1b1dd1745430af21391d7f2e73,Structure and Mechanical Adaptability of a Modern Elasmoid Fish Scale from the Common Carp,"The carp (Cyprinus carpio) has typical elasmoid scales commonly found on teleosts. They provide protection while retaining flexibility and maneuverability of the fish. The exterior surface of the scale consists of an ultrathin discontinuous mineral layer on top of mineralized woven collagen fibrils. The underlying foundation is composed of two collagenous components. The major one consists of a single-twisted “Bouligand” structure with a twisting angle of 36°. A secondary “sheet-like” structure, formed by thinner collagen fibrils oriented along the thickness direction, acts to increase the integrity of the scale. Here, we identify the deformation and failure mechanisms of the carp scale, revealing slight tensile anisotropy. Using in situ small-angle X-ray scattering during tensile testing, the toughening mechanisms of the scale, including the adaptive structural reorientation of lamellae as well as fibrillar sliding and elastic deformation, are quantified and compared with those of other fish scales.",True,
198,10.1016/j.cub.2020.09.048,https://www.semanticscholar.org/paper/bb1446ef58bb88ceb8f02afa87125ff1b510dc43,"Ogre-Faced, Net-Casting Spiders Use Auditory Cues to Detect Airborne Prey","Prey capture behavior among spiders varies greatly from passive entrapment in webs to running down prey items on foot. Somewhere in the middle are the ogre-faced, net-casting spiders [1] (Deinopidae: Deinopis) that actively capture prey while being suspended within a frame web [2-5]. Using a net held between their front four legs, these spiders lunge downward to ensnare prey from off the ground beneath them. This ""forward strike"" is sensorially mediated by a massive pair of hypersensitive, night-vision eyes [5-7]. Deinopids can also intercept flying insects with a ""backward strike,"" a ballistically rapid, overhead back-twist, that seems not to rely on visual cues [4, 5, 8]. Past reports have hypothesized a role of acoustic detection in backward strike behavior [4, 5, 8]. Here, we report that the net-casting spider, Deinopis spinosa, can detect auditory stimuli from at least 2 m from the sound source, at or above 60 dB SPL, and that this acoustic sensitivity is sufficient to trigger backward strike behavior. We present neurophysiological recordings in response to acoustic stimulation, both from sound-sensitive areas in the brain and isolated forelegs, which demonstrate a broad range of auditory sensitivity (100-10,000 Hz). Moreover, we conducted behavioral assays of acoustic stimulation that confirm acoustic triggering of backward net-casting by frequencies in harmony with flight tones of known prey. However, acoustic stimulation using higher frequency sounds did not elicit predatory responses in D. spinosa. We hypothesize higher frequencies are emitted by avian predators and that detecting these auditory cues may aid in anti-predator behavior. VIDEO .",True,
199,10.1002/jez.b.22988,https://www.semanticscholar.org/paper/238175212751164e5da021432a9d9e6ea9fb6149,Evolution of the acoustic startle response of Mexican cavefish.,"The ability to detect threatening stimuli and initiate an escape response is essential for survival and under stringent evolutionary pressure. In diverse fish species, acoustic stimuli activate Mauthner neurons, which initiate a C-start escape response. This reflexive behavior is highly conserved across aquatic species and provides a model for investigating the neural mechanism underlying the evolution of escape behavior. Here, we characterize evolved differences in the C-start response between populations of the Mexican cavefish, Astyanax mexicanus. Cave populations of A. mexicanus inhabit an environment devoid of light and macroscopic predators, resulting in evolved differences in various morphological and behavioral traits. We find that the C-start is present in river-dwelling surface fish and multiple populations of cavefish, but that response kinematics and probability differ between populations. The Pachón population of cavefish exhibits an increased response probability, a slower response latency and speed, and reduction of the maximum bend angle, revealing evolved differences between surface and cave populations. Analysis of the responses of two other independently evolved populations of cavefish, revealed the repeated evolution of reduced angular speed. Investigation of surface-cave hybrids reveals a correlation between angular speed and peak angle, suggesting these two kinematic characteristics are related at the genetic or functional levels. Together, these findings provide support for the use of A. mexicanus as a model to investigate the evolution of escape behavior.",True,
