Name,Press release/Article,Posted by,Organism,Functions,Categories,Notes,Editor,Collection,Paper website,Paper,Technology category,Development stage,SDGs addressed,Keywords,Mimic level,"Biomimicry ""type""",Innovation Summary,Biomimicry Summary,University Address,Primary Author,Primary Author Email,Video,Photos,Paper 2,Supplemental material,Paper mentions biomimicry?,Patent,Patent number,Patent year,Patent mentions biomimicry?,Date/Time Created,Added by
Bacteria conduct electricity through bioloigcal 'wires',https://www.sciencedaily.com/releases/2019/04/190404143747.htm,,,,,,,,https://www.cell.com/cell/fulltext/S0092-8674(19)30291-0?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867419302910%3Fshowall%3Dtrue,,,,,,,,,,,,,,,,,,,,,,2/7/20 17:08,
Resilin shields beetle from its own weapons,https://www.sciencedaily.com/releases/2019/02/190225170231.htm,,,,,,,,https://www.sciencedirect.com/science/article/pii/S146780391830183X?via%3Dihub,,,,,,,,,,,,,,,,,,,,,,2/7/20 17:05,
Antarctic flies protect fragile eggs with 'antifreeze',,,,,,,,,https://www.sciencedaily.com/releases/2019/02/190222204230.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:55,
Swifts eat and sleep in the air,,,,,,,,,https://www.sciencedaily.com/releases/2019/03/190306110651.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:53,
How viruses outsmart their host cells,,,,,,,,,https://www.sciencedaily.com/releases/2019/03/190306125335.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:51,
Antifreeze proteins can actually make ice grow at warmer temperatures,,,,,,,,,https://www.sciencedaily.com/releases/2019/03/190307131430.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:48,
Bacteria that eat and breathe electricity,,,,,,,,,https://www.sciencedaily.com/releases/2019/03/190305135259.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:48,
"random, noncoding sections of DNA can quickly evolve to produce new proteins",,,,,,,,,https://www.sciencedaily.com/releases/2019/03/190311133115.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:48,
Spider silk could be used as robotic muscle,,,,,,,,,https://www.sciencedaily.com/releases/2019/03/190301160907.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:45,
Seeing' tails help sea snakes avoid predators,,,,,,,,,https://www.sciencedaily.com/releases/2019/02/190215082348.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:18,
Flamingos and mechanics of one-legged pose,,,,,,,,,http://neuromechanicslab.emory.edu/documents/publications-docs/Chang%20and%20Ting%202017.pdf,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:08,
Slender tibia on stick insects resist buckling,,,,,,,,,https://jeb.biologists.org/content/221/4/jeb173047?etoc,,,,,,,,,,,,,,,,,,,,,,2/7/20 16:07,
Aquatic versus terrestrial attachment: Water makes a difference,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4311720/,,,,,,,,,,,,,,,,,,,,,,2/7/20 12:12,
Anti-icing penguin,,,,,,,,,https://www.sciencedaily.com/releases/2015/11/151123103844.htm,,,,,,,,,,,,,,,,,,,,,,2/7/20 12:12,
Disc-shaped seeds of a wild petunia and gyroscopic stabilization,,,,,,,,,https://www.nytimes.com/2018/03/09/science/hairyflower-wild-petunia-seeds.html,,,,,,,,,,,,,,,,,,,,,,2/7/20 12:12,
How tortoises turn right-side up,https://www.nature.com/news/2007/071016/full/news.2007.170.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What kind of animal transports the seeds of the world's smallest fruit-bearing plants?,https://www.sciencedaily.com/releases/2020/08/200821094819.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How a 5-Ounce Bird Stores 10,000 Maps in Its Head",https://www.nationalgeographic.com/science/phenomena/2015/12/03/how-a-5-ounce-bird-stores-10000-maps-in-its-head/?cmpid=org=ngp::mc=crm-email::src=ngp::cmp=editorial::add=SpecialEdition_Escape_20200820&rid=96877D7AAC6AA2F15A5EB9717539FCDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNA data also revealed genetic mutations that helped the woolly rhinoceros adapt to colder weather,https://www.sciencedaily.com/releases/2020/08/200813113157.htm,,,,,,,Adaptation,,,,,,,,,,,,,,,,,,,,,,,,
Plants hyperaccumulate heavy metals,https://www.bbc.com/future/article/20200825-indonesia-the-plants-that-mine-poisonous-metals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama nanobodies,https://www.ucsf.edu/news/2020/08/418241/aeronabs-promise-powerful-inhalable-protection-against-covid-19?fbclid=IwAR2N4b1XG2wWOIhajaMu2W4r3gu5kLOijmJTVdhZn-ioPqhLbx84lXAx7q8,,,,,,,Covid,,,,,,,,,,,,,,,,,,,,,,,,
Songbirds reduce reproduction to help survive drought,https://www.sciencedaily.com/releases/2020/08/200827172100.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbes with mettle build their own electrical ‘wires’,https://www.nature.com/articles/d41586-020-02482-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air plants, in the genus Tillandsia, absorb water vapour with their leaves, allowing them to live on tree trunks or inside glass bowls. To mimic Tillandsia foliage, Peng Xiao, Tao Chen and their colleagues at Ningbo Institute of Materials Technology and Engineering in China made a gel composed of a porous, water-attracting scaffold filled with a water-absorbing liquid. The gel also included long-chained molecules that can convert light energy to heat.",https://www.nature.com/articles/d41586-020-02255-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paddlefish and jewel beetles add noise to detect signals,https://www.labnews.co.uk/article/2030834/biomimicry-informs-better-sensors-just-add-noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Curious Case of the Spiders in the Ant-Acacia Mutualisms  ,https://entomologytoday.org/2020/09/09/curious-case-spiders-ant-acacia-mutualisms/?fbclid=IwAR2SoCKSwLZLQ5Tfei7vYYJ_sc45xXaioVrhamFgPl-GeIKW52xPb1-kAFU,,,,,May provide additional context for this strategy page: https://asknature.org/strategy/relationship-provides-nutrients-housing-protection/,,,,,,,,,,,,,,,,,,,,,,,,,,
Locomotion of Mexican jumping beans,https://iopscience.iop.org/article/10.1088/1748-3182/7/3/036014/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How the world’s chillest bacteria make ice,https://www.theverge.com/2016/4/22/11486644/ice-crystal-bacteria-process-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Simple Algorithm That Ants Use to Build Bridges,https://getpocket.com/explore/item/the-simple-algorithm-that-ants-use-to-build-bridges?utm_source=pocket-newtab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal compound inhibits important group of proteins,https://www.sciencedaily.com/releases/2020/09/200928125031.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's a reason bacteria stay in shape,https://www.sciencedaily.com/releases/2020/10/201006132122.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapping secrets of Aussie spider's unique silk,https://www.sciencedaily.com/releases/2020/10/201019082832.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheaters don't always win: Species that work together do better (mutualism),https://www.sciencedaily.com/releases/2020/10/201019145551.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How information is passed through schools of fish,https://iopscience.iop.org/article/10.1088/1748-3190/aba2f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerodynamic performance of flexible wings,https://iopscience.iop.org/article/10.1088/1748-3190/aba8ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird wings act as a suspension system that rejects gusts,https://royalsocietypublishing.org/doi/10.1098/rspb.2020.1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do snakes 'see' in the dark?,https://www.sciencedaily.com/releases/2020/10/201021130125.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secret surfing life of remoras hitchhiking on blue whales,https://www.sciencedaily.com/releases/2020/10/201028195617.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secrets of 'smasher shrimp' property ladder revealed,https://www.sciencedaily.com/releases/2020/10/201028110637.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Freeze tolerance in invertebrates – beyond the standard antifreeze approach to include “cell preservation strategies (chaperones, antioxidants, damage defense mechanisms), membrane transporters for water and cryoprotectants, energy metabolism, gene/protein adaptations, and the regulatory control of freeze-responsive hypometabolism at multiple levels (epigenetic regulation of DNA, microRNA action, cell signaling and transcription factor regulation, cell cycle control, and anti-apoptosis).”",https://pubmed.ncbi.nlm.nih.gov/28179395/,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensing hydrodynamic information – lateral line in fish (2012 review paper) ,https://link.springer.com/chapter/10.1007/978-3-211-99749-9_1,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robotic movement along “tricky terrain” – emulating cockroaches and snakes ,https://www.newswise.com/articles/jitterbug-roaches-and-robots-shake-it-to-transition-between-movements-in-tricky-terrain?sc=sphr&xy=10017257,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drug delivery – “nanocontainers” for precise delivery based on nature’s strategies for compartmentalizing,https://www.sciencedirect.com/science/article/pii/B9780128167700000204,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protection against ice crystals – lesson for concrete from organisms found at the poles,https://www.newswise.com/articles/nature-s-antifreeze-provides-formula-for-more-durable-concrete?sc=swhr&xy=10017257,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super-strong armor – puzzle-piece-shaped wing cover protects insect from crushing,https://www.sciencemag.org/news/2020/10/even-car-can-t-kill-beetle-here-s-why?utm_campaign=news_weekly_2020-10-23&et_rid=17351447&et_cid=3530918,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Protective surfaces – tough and flexible, based on carp scales in which internal twisted fibers rotate to absorb load",https://www.newswise.com/articles/off-the-scales-fish-armor-both-tough-and-flexible?sc=swhr&xy=10017257,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogre-faced spiders 'hear' airborne prey with their legs,https://www.sciencedaily.com/releases/2020/10/201029115812.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do Mexican cavefish escape predators?,https://www.sciencedaily.com/releases/2020/10/201029105115.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enhanced water repellent surfaces – newly (2020) discovered nanostructure in insects,https://www.sciencedaily.com/releases/2020/07/200717140740.htm,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Touch and taste? It's all in the tentacles,https://www.sciencedaily.com/releases/2020/10/201029142025.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technique reveals deeper insights into the makeup of nacre,https://phys.org/news/2020-11-technique-reveals-deeper-insights-makeup.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The cement for coral reefs,https://www.sciencedaily.com/releases/2020/11/201103115652.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientists determine the structure of glass-shaping protein in sponges,https://www.sciencedaily.com/releases/2020/11/201125114354.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee dance,https://youtu.be/ubE9hjrsHmI,,,,,"Neil deGrasse Tyson Nat Geo video
",,,,,,,,,,,,,,,,,,,,,,,,,,
"How the brain remembers right place, right time",https://www.sciencedaily.com/releases/2020/12/201208163021.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zebra finches amazing at unmasking the bird behind the song,https://www.sciencedaily.com/releases/2020/11/201121104309.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Photonic structures open and close based on body temperature (and tons of other photonics in plants and animals, 2020 review paper)",https://pubs.rsc.org/en/content/articlelanding/2020/na/d0na00445f#!divAbstract,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermal management systems cool buildings,https://www.sciencedirect.com/science/article/pii/S0378778819337946,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caterpillars communicate using vibration,https://facultyweb.cortland.edu/fitzgerald/VibrationalCommunication.html,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firefly lantern focuses light,https://www.pnas.org/content/109/46/18674,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eggshells protect from ultraviolet light,https://pubs.rsc.org/en/content/articlelanding/2020/fd/d0fd00034e/unauth#!divAbstract,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plants avoid dehydration by rolling their leaves,https://link.springer.com/article/10.1663/0006-8101(2007)73[290:ADAMLR]2.0.CO;2,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearls inform information processing,https://www.sciencedaily.com/releases/2020/11/201113075237.htm,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Structures aid cleanliness,https://jeb-biologists-org.ezp3.lib.umn.edu/content/218/20/3164.full,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexible mouth manipulates objects underwater,https://www.newswise.com/articles/the-machine-inside-a-catfish-s-catch?sc=swhr&xy=10017257,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemicals adhere,https://link-springer-com.ezp2.lib.umn.edu/book/10.1007%2F978-3-7091-0286-2,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eyelashes divert flow of air,https://royalsocietypublishing.org/doi/full/10.1098/rsif.2014.1294,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbial communities organize systems,https://www.cell.com/joule/fulltext/S2542-4351(20)30449-9,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tails repel mosquitoes,https://jeb.biologists.org/content/221/20/jeb178905.article-info,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deinococcus radiodurans resists damage from radiation,https://www.youtube.com/watch?v=cyOrx2o8IC0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey bees (Apis cerana) use animal feces as a tool to defend colonies against group attack by giant hornets (Vespa soror),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0242668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineers reveal molecular secrets of cephalopod powers,https://www.sciencedaily.com/releases/2020/12/201218094510.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Limb work and joint work minimization reveal an energetic benefit to the elbows-back, knees-forward limb design in parasagittal quadrupeds",https://royalsocietypublishing.org/doi/10.1098/rspb.2020.1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteria use iron to help navigate,https://www.researchgate.net/profile/Stephen_Bates/publication/327543450_Marine_Biominerals_with_a_Biotechnological_Future/links/5ee276a7a6fdcc73be7173fc/Marine-Biominerals-with-a-Biotechnological-Future.pdf,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine mammals use a variety of structural materials,https://www.researchgate.net/profile/Stephen_Bates/publication/327543450_Marine_Biominerals_with_a_Biotechnological_Future/links/5ee276a7a6fdcc73be7173fc/Marine-Biominerals-with-a-Biotechnological-Future.pdf,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus focuses vision without lenses,https://animaldiversity.org/accounts/Nautilus_pompilius/,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nautilus produces strong, thin coating material",https://animaldiversity.org/accounts/Nautilus_pompilius/,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientists discover how mother-of-pearl self-assembles into a perfect structure,https://www.sciencedaily.com/releases/2021/01/210104131942.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientists discover slimy microbes that may help keep coral reefs healthy,https://www.sciencedaily.com/releases/2021/01/210109152432.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNA origami,https://www.sciencedaily.com/releases/2021/01/210109152424.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unravelling the mystery that makes viruses infectious,https://www.sciencedaily.com/releases/2021/01/210108142145.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellyfish create a 'virtual wall' to enhance performance,https://www.sciencedaily.com/releases/2021/01/210108123440.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How 'Iron Man' bacteria could help protect the environment,https://www.sciencedaily.com/releases/2021/01/210108120100.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cracking the code of a shapeshifting protein,https://www.sciencedaily.com/releases/2021/01/210111135904.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tree snake climbs with a lasso-like motion,https://www.sciencedaily.com/releases/2021/01/210111112153.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metazoan creates virtual wall to enhance swimming performance,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2020.2494,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound from medicinal herb kills brain-eating amoebae in lab studies,https://www.sciencedaily.com/releases/2021/01/210113132411.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How teeth functioned and evolved in giant mega-sharks,https://www.sciencedaily.com/releases/2021/01/210113090934.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walrus clam consumption rate,,Megan Schuknecht ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How plants produce defensive toxins without harming themselves,https://www.sciencedaily.com/releases/2021/01/210114163933.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientists discover electric eels hunting in a group,https://www.sciencedaily.com/releases/2021/01/210114163927.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toadlet peptide transforms into a deadly weapon against bacteria,https://www.sciencedaily.com/releases/2021/01/210114163851.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emulating the way certain bacteria (methanotrophs) metabolize methane,https://biomimicry.org/solution/methanolite/,Andrew Howley,bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branching - how natural systems optimize use of space w/ lessons for organizational design etc.,,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is NOT a Dandelion,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=_7SIHtWu2hw&ab_channel=DeepLook,,,,,,,,,,
What Actually Makes Water Roll of a Duck's Back?,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=Q-8GXk9r0ik&t=99s&ab_channel=DeepLook,,,,,,,,,,
Ensatina Salamanders Are Heading For a Family Split,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=GppCj4Al7Rg&ab_channel=DeepLook,,,,,,,,,,
Sharpshooter Insects' Sexy Vibrations Spell Trouble in the Vineyard,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=LYxTyMF9k_4&ab_channel=DeepLook,,,,,,,,,,
How The Coronavirus Attacks Your Lungs,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=aWw_6NyKTVw&ab_channel=DeepLook,,,,,,,,,,
California Floater Mussels Take Fish For an Epic Joyride,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=m7p_w4zE3s4&ab_channel=DeepLook,,,,,,,,,,
This Dangerous Mosquito Lays Her Armored Eggs,,,Mosquito,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=1T9jgBnXXvw&ab_channel=DeepLook,,,,,,,,,,
"Walking Sticks Stop, Drop and Clone to Survive",,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=Nxs0Q7ktaKU&ab_channel=DeepLook,,,,,,,,,,
"Kangaroo Rats Are Furry, Spring-Loaded Ninjas",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=-hyKWwiefF8&ab_channel=DeepLook,,,,,,,,,,
You Wish You Had Mites Like This Hissing Cockroach,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=t3gvx8UQiZA&ab_channel=DeepLook,,,,,,,,,,
A Tsetse Fly Births One Enormous Milk-Fed Baby,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=odCtCote9U0&ab_channel=DeepLook,,,,,,,,,,
The Curious Webspinner Insect Knits a Cozy Home,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=l_JP3RbJ8zk&ab_channel=DeepLook,,,,,,,,,,
Tarantulas Take Hooking Up To The Next Level,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=5gOKd4cqFaY&ab_channel=DeepLook,,,,,,,,,,
The Killer Fungus Turns Flies into Zombies,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=C2Jw5ib-s_I&ab_channel=DeepLook,,,,,,,,,,
These Giant Leaf Insects Will Sway Your Heart,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=QjPInsEYDLs&ab_channel=DeepLook,,,,,,,,,,
Kidnapper Ants Steal Other Ants' Babies - And Brainwash Them,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=sC4MjPKf3jY&ab_channel=DeepLook,,,,,,,,,,
This Bee Gets Punched by Flowers For Your Ice Cream,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=rsUNxvXofgo&ab_channel=DeepLook,,,,,,,,,,
"Peregrine Falcons are Feathered Fighter Jets, Basically",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=lm0CtcEZV4E&ab_channel=DeepLook,,,,,,,,,,
Meeting a Wormlion Is the Pits,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=dQMM93aySOw&ab_channel=DeepLook,,,,,,,,,,
These Face Mites Really Grow on You,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=YW2eGaUzq7E&ab_channel=DeepLook,,,,,,,,,,
Honey Bees Make Honey...and Bread?,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=sAKkjD3nEv0&ab_channel=DeepLook,,,,,,,,,,
This Millipede and Beetle Have a Toxic Relationship,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=s5ocDRUFUIE&ab_channel=DeepLook,,,,,,,,,,
"Samurai Wasps Say 'Smell Ya Later, Stink Bugs'",,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=T8y2XmjdXqw&ab_channel=DeepLook,,,,,,,,,,
These Hairworms Eat a Cricket Alive and Control Its Mind,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=YB6O7jS_VBM&ab_channel=DeepLook,,,,,,,,,,
Turret Spiders Launch Sneak Attacks From Tiny Towers,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=9bEjYunwByw&ab_channel=DeepLook,,,,,,,,,,
Jerusalem Crickets Only Date Drummers,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=mHbwC-AIyTE&ab_channel=DeepLook,,,,,,,,,,
Whack! Jab! Crack! It's a Blackback Land Crab Smackdown,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=KBMUhG0aEFg&ab_channel=DeepLook,,,,,,,,,,
Want a Whole New Body? Ask This Flatworm How,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=m12xsf5g3Bo&ab_channel=DeepLook,,,,,,,,,,
A Sand Dollar's Breakfast is Totally Metal,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=dxZdBPDNiF4&ab_channel=DeepLook,,,,,,,,,,
"The House Centipede is Fast, Furious, and Just So Extra",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=q2RtbP1d7Kg&ab_channel=DeepLook,,,,,,,,,,
How Kittens Go From Clueless to Cute,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=o1xRlkNwQy8&ab_channel=DeepLook,,,,,,,,,,
This Adorable Sea Slug is a Sneaky Little Thief,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=KLVfWKxtfow&ab_channel=DeepLook,,,,,,,,,,
Watch This Bee Build Her Bee-jeweled Nest,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=oPbH1YhsdP8&ab_channel=DeepLook,,,,,,,,,,
How Elephants Listen...With Their Feet,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=iYM9oXftLIQ&ab_channel=DeepLook,,,,,,,,,,
Praying Mantis Love is Waaay Weirder Than You Think,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=NHf47gI8w04&ab_channel=DeepLook,,,,,,,,,,
You'd Never Guess What an Acorn Woodpecker Eats,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=XvPaiDX_3JM&ab_channel=DeepLook,,,,,,,,,,
You've Heard of a Murder of Crows. How About a Crow Funeral?,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=ixYVFZnNl6s&t=3s&ab_channel=DeepLook,,,,,,,,,,
Upside-Down Catfish Doesn't Care What You Think,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=eurCBOJMrsE&ab_channel=DeepLook,,,,,,,,,,
Take Two Leeches and Call Me in the Morning,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=O-0SFWPLaII&ab_channel=DeepLook,,,,,,,,,,
How Ticks Dig In With a Mouth Full of Hooks,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=_IoOJu2_FKE&ab_channel=DeepLook,,,,,,,,,,
So...Sometimes Fireflies Eat Other Fireflies,,,Firefly,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=oWdCMFvgFbo&t=7s&ab_channel=DeepLook,,,,,,,,,,
For Pacific Mole Crabs It's Dig or Die,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=tfoYD8pAsMw&t=5s&ab_channel=DeepLook,,,,,,,,,,
It's a Goopy Mess When Pines and Beetles Duke it Out,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=wR5O48zsbnc&ab_channel=DeepLook,,,,,,,,,,
Why the Male Black Widow is a Real Home Wrecker,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=NpJNeGqExrc&ab_channel=DeepLook,,,,,,,,,,
What Do Earwigs Do With Those Pincers Anyway?,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=HuOnqWpIL9E&t=1s&ab_channel=DeepLook,,,,,,,,,,
"These Whispering, Walking Bats Are Onto Something",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=l2py029bwhA&ab_channel=DeepLook,,,,,,,,,,
There's Something Very Fishy About These Trees...,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=rZWiWh5acbE&ab_channel=DeepLook,,,,,,,,,,
A Baby Dragonfly's Mouth Will Give You Nightmares,,,Dragonfly,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=EHo_9wnnUTE&ab_channel=DeepLook,,,,,,,,,,
Daddy Longlegs Risk Life...and Especially Limb....to Survive,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=tjDmH8zhp6o&ab_channel=DeepLook,,,,,,,,,,
