,doi
10.1126/sciadv.aav0961
10.1242/jeb.205658
10.1098/rspb.2019.0238
10.1242/jeb.223610
10.1364/JOSA.54.001031
10.1038/s41559-017-0298-0
10.1086/681021
10.1016/1360-1385(96)20008-1
10.1007/s00359-016-1115-y
10.1098/rstb.1995.0017
10.3897/zookeys.811.28924
10.1007/s00359-014-0904-4
10.1111/j.1439-0310.1991.tb00275.x
10.1007/BF02125649
10.1098/rsbl.2014.0820
10.1007/BF00333562
10.1007/s003590050392
10.1093/aob/mcp122
10.1007/s00359-013-0843-5
10.1139/facets-2017-0116
10.1007/s00114-013-1060-3
10.1007/BF00190398
10.1371/journal.pone.0000556
10.1127/entom.gen/28/2006/241
10.1007/s00359-012-0783-5
10.1016/j.tree.2007.11.003
10.1111/nph.12135
10.1111/1365-2745.12185
10.1093/aob/mcz043
10.1371/journal.pone.0226469
10.1073/pnas.071053098
10.1007/s00359-014-0886-2
10.1016/0042-6989(93)90237-Q
10.3389/fpls.2020.582784
10.1093/aob/mcy119
10.1007/BF00696438
10.1016/j.jinsphys.2004.06.010"
6002,"10.1007/s00360-021-01378-6
10.1016/S0960-894X(98)00298-4
10.1016/j.bcp.2012.07.012
10.1034/j.1600-051X.2002.290301x.x
10.1016/0003-9969(90)90075-L
10.1128/am.30.2.199-204.1975
10.1016/0003-2697(74)90464-3
10.1016/j.archoralbio.2015.05.008
10.1007/s00360-016-1028-7
10.1146/annurev.es.22.110191.002243
10.1007/978-1-4684-7511-1_24
10.1093/ajcn/35.6.1487
10.1146/annurev-food-030212-182700
10.1007/s004420050869
10.1007/s10344-006-0064-0
10.1644/05-MAMM-A-017R1.1
10.1098/rspb.2011.2472
10.1007/BF00378466
10.1186/2047-217X-3-12
10.1046/j.1365-2028.2000.00243.x
10.1021/jf000981z
10.1080/10408398609527441
10.3389/fpls.2019.00186
10.1093/conphys/coy077
10.1017/S0266467414000157
10.3390/ijms13044295
10.1016/j.archoralbio.2017.09.037
10.1073/pnas.0900251106
10.1002/zoo.21537
10.1016/j.archoralbio.2004.01.005
10.1016/j.archoralbio.2008.03.003
10.1067/mpr.2001.113778
10.1016/j.abb.2005.07.004
10.1002/zoo.21124
10.1111/j.1365-2028.1993.tb00528.x
10.1016/j.bbrc.2004.05.122
10.1034/j.1600-051x.2000.027007453.x
10.1016/j.archoralbio.2015.03.011
10.1126/science.267.5202.1340
10.1128/iai.48.3.720-728.1985
10.1007/s11258-005-9060-9
10.1111/j.1365-2621.1980.tb02616.x
10.1371/journal.pone.0013352
10.1016/j.ygcen.2012.02.001
10.1002/ajp.20701
10.1080/10888705.2012.709157
10.1093/clinchem/46.7.928
10.1016/j.psyneuen.2009.01.014
10.2334/josnusd.42.83
10.1644/11-MAMM-A-350.1
10.7554/eLife.44628
10.1038/ng2123
10.3390/ani10010157
10.1016/0165-022X(94)90065-5
10.1128/iai.17.1.112-116.1977
10.1042/bj0281141
10.2307/1938809
10.1371/journal.pbio.0050207
10.18433/J35S3K
10.1016/j.ecolmodel.2016.03.016
10.1007/s00442-020-04784-9
10.1111/oik.06665
10.1002/mnfr.200900039
10.1016/0003-9861(66)90039-7
10.1016/j.actao.2011.09.009
10.1128/jb.97.2.635-639.1969
10.1111/j.1365-2028.1993.tb00529.x
10.14207/ejsd.2015.v4n4p9
10.2307/5286
10.1111/j.1365-3083.1980.tb00220.x
10.1177/00220345930720051201
10.1159/000213199
10.1007/s11104-016-3067-y
10.1016/S0378-1127(03)00114-2
10.2307/2387832"
6003,"10.1007/s00360-021-01385-7
10.1016/j.cbpa.2019.03.015
10.1242/jeb.213934
10.1111/1365-2435.12310
10.1242/jeb.150813
10.1242/jeb.168518
10.1017/S0016672304007281
10.1093/icb/icr048
10.1111/j.0269-8463.2004.00904.x
10.1111/1365-2656.12388
10.1073/pnas.1813532115
10.1111/afe.12227
10.1111/1365-2656.13358
10.1016/j.jinsphys.2005.08.005
10.1016/j.jinsphys.2015.03.015
10.1016/S0306-4565(98)00020-5
10.1046/j.1365-2435.2003.00750.x
10.1071/zo9900155
10.1111/ecog.01028
10.1016/j.jinsphys.2016.03.007
10.1242/jeb.098442
10.1242/jeb.173930
10.1086/320429
10.1016/0306-4565(90)90017-C
10.1111/een.12842
10.1146/annurev.ento.53.103106.093454
10.1111/jbi.13799
10.1098/rsbl.2017.0125
10.2307/5039
10.1016/j.jinsphys.2011.04.004
10.1007/BF00696519
10.1007/BF00695404
10.1007/BF00706595
10.1007/978-3-662-10340-1
10.1002/joc.1276
10.1111/j.0014-3820.2001.tb00681.x
10.1046/j.1461-0248.2002.00367.x
10.1016/S0306-4565(02)00057-8
10.1111/j.1365-3032.2010.00754.x
10.1111/mec.14735
10.1111/mec.15376
10.1126/science.aaa7031
10.1242/jeb.00923
10.1111/jbi.12553
10.1016/0306-4565(89)90038-7
10.1098/rstb.2019.0035
10.1016/j.jinsphys.2004.05.004
10.1016/j.jinsphys.2010.10.004
10.1073/pnas.1212788109
10.1242/jeb.107516
10.1038/srep18607
10.1371/journal.pone.0118591
10.1098/rspb.1939.0035
10.1007/s00114-012-0963-8
10.1146/annurev-physiol-022516-034142
10.1371/journal.pone.0080061
10.1242/jeb.165589
10.1016/j.jtherbio.2016.04.015
10.1038/s41598-020-73391-8
10.1038/srep43095
10.1207/s15327906mbr1401_4
10.1038/s41598-017-10586-6
10.1086/665388
10.1016/j.jtherbio.2015.11.003
10.1016/j.jtherbio.2010.01.001
10.1126/science.aax8591
10.1186/1741-7007-8-93
10.1371/journal.pone.0016935
10.1673/031.010.13001
10.1038/nclimate1539
10.4269/ajtmh.2006.74.786
10.1002/ece3.6229
10.1890/10-1171.1
10.1006/anbe.2002.3020
10.1093/ee/4.5.689
10.1016/j.cois.2017.06.001
10.1111/j.0307-6962.2005.00430.x"
6004,"10.1007/s00359-021-01501-6
10.1242/jeb.01809
10.1016/j.crvi.2016.01.001
10.1007/s10641-018-0727-1
10.1121/1.2720937
10.1016/S0165-7836(98)00087-3
10.1016/S0165-7836(98)00217-3
10.1134/S0032945208110039
10.1007/978-1-4419-8957-4_4
10.1007/s10750-019-3943-6
10.1007/978-1-4615-7186-5_20
10.1007/s10695-009-9324-8
10.1111/j.1095-8649.1989.tb03008.x
10.1577/1548-8659(1998)127<0673:AOSAOS>2.0.CO;2
10.1007/s11160-019-09583-x
10.1111/fme.12375
10.1139/f78-236
10.1007/978-1-4939-2981-8_115
10.1577/1548-8675(1993)013<0291:ROATHF>2.3.CO;2
10.1007/978-1-4939-2981-8_131
10.1016/j.jglr.2013.05.004
10.1007/s10530-015-0964-6
10.1016/j.jglr.2016.11.009
10.1371/journal.pone.0192561
10.1038/srep15943
10.1577/1548-8675(2002)022<0208:TGCTRT>2.0.CO;2"
6005,"10.1007/s00360-021-01384-8
10.1194/jlr.M011338
10.20960/nh.1317
10.1007/BF03347427
10.1152/ajpendo.00054.2004
10.1007/s00125-016-3904-9
10.2307/1383291
10.1038/nm1166
10.1080/19490976.2015.1127481
10.4049/jimmunol.180.9.5771
10.1146/annurev.nutr.25.050304.092514
10.2337/dc09-S302
10.1371/journal.pone.0012191
10.1007/s11154-011-9168-2
10.1007/s00011-009-0060-4
10.1038/nm.2002
10.1007/s00360-011-0630-y
10.1016/j.cmet.2015.06.001
10.1152/ajpregu.1987.252.5.R897
10.1111/1462-2920.13712
10.1242/jeb.109512
10.2337/db08-1261
10.1126/science.7678183
10.1152/ajpcell.00579.2003
10.1152/ajpendo.00109.2020
10.1155/2011/197636
10.2337/diabetes.53.4.1060
10.1161/ATVBAHA.108.165100
10.1111/j.1467-789X.2006.00270.x
10.1016/j.cellimm.2007.09.004
10.1152/ajpregu.2000.279.4.R1165
10.1172/JCI29881
10.2337/db06-1076
10.3390/molecules24061139
10.1002/0471141755.ph0561s58
10.1210/jcem.82.12.4450
10.1136/gut.2010.214577
10.1038/aps.2011.203
10.1007/s001250051341
10.1016/S0024-3205(00)00698-6
10.1016/j.bcp.2011.01.020
10.1038/nrendo.2012.49
10.1111/j.1469-7793.2001.0329c.xd
10.1080/07315724.2010.10719850
10.1210/en.2014-1591
10.1017/S003118201600127X
10.1016/j.jhep.2016.02.004
10.1172/JCI96139
10.1016/0145-305X(87)90066-8
10.1038/oby.2004.51
10.1258/la.2007.006067
10.1152/ajpendo.00255.2002
10.1002/047167558X
10.1038/oby.2010.1
10.1146/annurev-nutr-071811-150623
10.1172/JCI19246
10.1111/j.1572-0241.2007.01774.x
10.1016/j.cmet.2016.01.003
10.1152/ajpendo.00306.2020
10.1038/nature06668"
6006,"10.1007/s00359-021-01500-7
10.1038/srep04037
10.1016/j.jobaz.2013.10.002
10.1242/jeb.067264
10.1007/s10886-013-0268-1
10.1007/BF00355423
10.1111/joa.12397
10.1038/srep24590
10.1007/s12237-013-9585-4
10.1002/cne.903580207
10.1016/0040-8166(78)90002-2
10.1016/S0304-3940(03)00751-1
10.1016/j.marenvres.2019.04.011
10.3389/fphys.2021.626080
10.1098/rsif.2007.1281
10.1111/j.1467-2979.2012.00476.x
10.1016/j.fsi.2020.05.076
10.1111/fwb.13403
10.1111/febs.15170
10.1111/j.1463-6395.1977.tb00260.x
10.1126/science.172.3986.952
10.1016/j.cbd.2016.09.001
10.1016/j.neulet.2006.11.051
10.1002/ar.21003
10.1007/s00300-015-1862-1
10.1093/jhered/ess084
10.1016/B978-012529650-2/50043-3
10.1016/j.neulet.2004.08.077
10.1002/jemt.1070230203
10.1016/j.fsi.2013.09.032
10.1016/j.pneurobio.2007.02.007
10.1093/chemse/bjj006
10.1093/chemse/23.1.39
10.1159/000006645
10.1007/s11068-005-8353-1
10.1523/JNEUROSCI.23-28-09328.2003
10.1002/cne.20202
10.1016/B978-0-12-374553-8.00024-1
10.1577/1548-8659(1989)118<0183:SAFDOT>2.3.CO;2
10.1007/BF00225659
10.31951/2658-3518-2020-A-4-795
10.1007/BF00221767
10.1093/chemse/bjp042
10.1002/jemt.20487
10.1016/j.aquatox.2016.12.012
10.1080/15222055.2012.751942
10.1093/acprof:osobl/9780199583096.003.0018
10.1002/jemt.1070230104
10.15447/sfews.2016v14iss2art6
10.1292/jvms.15-0564
10.1242/jeb.157.1.1
10.1093/chemse/bjr095
10.1007/BF00657647
10.1134/S0032945217010088
10.1016/j.fsi.2005.01.002
10.1016/j.fsi.2005.01.012
10.1016/j.cub.2016.11.036
10.1371/journal.pone.0072271
10.1016/0301-0082(90)90004-Z
10.1002/jmor.10661
10.1073/pnas.1900083116
10.1577/1548-8446(2007)32[270:TCOPFI]2.0.CO;2
10.1002/9781118794739.ch2
10.1016/S0896-6273(00)80802-8
10.1038/ncomms6205
10.1016/j.scitotenv.2020.138333
10.1007/BF01313099
10.1111/j.1748-1716.1983.tb07203.x
10.1016/j.aquatox.2006.11.006
10.1016/j.aquatox.2009.09.019
10.1111/jfb.13775
10.1159/000113382
10.1016/j.cub.2017.04.014
10.1038/nn.4314
10.1007/978-94-011-2332-7_2
10.1016/S1546-5098(06)25001-5
10.1007/s003590050025"
6007,10.1007/s00359-021-01497-z
6008,"10.1007/s00359-021-01496-0
10.1007/BF00299270
10.1007/s00114-017-1531-z
10.1016/S0042-6989(96)00195-2
10.1146/annurev.ento.46.1.471
10.3389/fpls.2015.00362
10.1073/pnas.1006299107
10.1007/s11829-007-9001-8
10.1007/BF00199332
10.1007/s00265-003-0726-9
10.1016/S0003-3472(85)80009-9
10.1007/s00359-008-0335-1
10.1007/s00359-016-1107-y
10.1242/jeb.120808
10.1007/s003590050238
10.1007/BF00227381
10.1007/s003590050044
10.1007/s00441-004-0883-9
10.1242/jeb.203.21.3289
10.1007/s00359-014-0915-1
10.1016/j.cois.2015.09.005
10.1007/BF00694179
10.1007/BF00695355
10.1111/j.1365-2435.2007.01329.x
10.1007/s00114-009-0627-5
10.3390/insects10120418
10.2307/2258569
10.1146/annurev.ento.42.1.147
10.1093/acprof:oso/9780199581139.001.0001
10.1016/0042-6989(94)90164-3
10.1098/rstb.1995.0017
10.1007/s00359-014-0904-4
10.1016/j.jinsphys.2019.02.006
10.1007/s00359-003-0466-3
10.1007/BF00190398
10.3389/fevo.2015.00125
10.1007/s00359-012-0747-9
10.1111/brv.12230
10.1007/s00114-004-0537-5
10.1007/BF00299837
10.1007/s00359-007-0291-1
10.1242/jeb.031484
10.1007/s00359-009-0432-9
10.1242/jeb.00570
10.1007/s00359-014-0886-2
10.1007/BF00610583
10.1371/journal.pone.0057702
10.1016/S0042-6989(00)00288-1
10.1242/jeb.014571"
6009,10.1007/s00359-021-01498-y
6010,"10.1007/s00359-021-01499-x
10.2307/4134557
10.1016/S0376-6357(98)00019-9
10.1016/S0091-3057(03)00041-8
10.1101/lm.90106
10.1007/s10071-006-0027-6
10.1016/s0031-9384(03)00188-4
10.1007/s00429-017-1385-3
10.1016/j.tins.2010.02.001
10.1098/rsbl.2019.0743
10.1128/mcb.22.6.1919-1925.2002
10.3758/s13420-020-00427-4
10.1098/rspb.1961.0015
10.1098/rspb.1955.0024
10.1101/lm.395407
10.1007/s10158-013-0150-4
10.1037/0735-7036.120.3.198
10.1016/j.bbr.2012.11.010
10.1016/S0092-8674(00)81653-0
10.1016/0031-9384(87)90055-2
10.1016/0376-6357(88)90049-6
10.1016/S0896-6273(00)80026-4
10.1016/j.aquatox.2013.02.004
10.1016/S0376-6357(98)00024-2
10.1002/dev.1033
10.1007/s11055-007-0092-6
10.1046/j.1365-2583.2003.00421.x
10.1152/physrev.2001.81.1.117
10.1177/0023677215580006
10.1101/lm.6.4.389
10.3389/fnbeh.2018.00079
10.1016/j.jembe.2013.02.008
10.4003/0740-2783-24.1.13
10.1017/CBO9781139058964.008
10.4249/scholarpedia.7165
10.1038/203384a0
10.1098/rspb.1965.0011
10.1002/jmor.1051500304
10.1007/s10519-010-9374-9
10.2307/4134544
10.1017/9780511843600
10.1016/j.neuron.2017.12.027
10.1152/jn.00645.2003
10.1074/jbc.M706578200
10.1023/A:1020715800956
10.1016/j.cub.2013.10.021
10.1037/0735-7036.117.2.149
10.3389/fcell.2016.00010
10.3389/fncir.2013.00044
10.1523/jneurosci.0943-16.2016
10.1002/jcp.20474
10.1093/cercor/bhw387
10.1083/jcb.200512066
10.1038/nature13250
10.1111/j.1469-7998.1991.tb04786.x
10.1016/j.cobeha.2017.06.008
10.1139/cjz-2013-0009
10.3389/fpsyg.2018.01014
10.1101/lm.039636.115
10.2331/suisan.63.145
10.1038/232202a0
10.1016/S0003-3472(73)80107-1
10.1046/j.1460-9568.2002.02253.x
10.1073/pnas.96.25.14605
10.1016/j.cub.2010.11.028
10.1016/S0896-6273(00)00017-9
10.1111/1523-1747.ep12497861
10.1186/s12983-016-0175-8
10.1007/s10164-017-0519-7
10.1111/j.1469-185x.1972.tb00975.x
10.1037/0735-7036.113.4.443
10.3200/GENP.133.2.131-152
10.1046/j.1460-9568.2003.02856.x
10.1007/s00429-012-0502-6
10.1007/s10071-020-01411-1
10.1152/jn.1940.3.6.501
10.1242/jeb.129080
10.3389/fphys.2018.00952
10.1086/697522
10.1007/s00359-015-1023-6
10.1186/1471-2199-10-70
10.1126/science.1060976
10.1111/j.1365-2583.2010.00997.x
10.1098/rstb.1997.0038
10.3389/fphys.2017.00598
10.1127/0077-7749/2012/0259
10.1163/156853958X00055
10.1080/17470216408416360
10.1007/978-94-017-2468-5
10.1242/jeb.34.1.131
10.4049/jimmunol.1001829
10.1016/j.tcb.2014.10.003
10.1016/0092-8674(95)90375-5
10.1098/rspb.1983.0032
10.1097/PAI.0000000000000293
10.1086/693461
10.1016/j.tox.2014.06.011
10.1007/s00359-019-01332-6"
6011,"10.1007/s00359-021-01493-3
10.1038/s41598-021-84303-9
10.3390/ijms19041072
10.3389/fphys.2016.00394
10.1016/j.cbpa.2013.07.027
10.1016/j.cub.2018.03.025
10.1038/ncomms3108"
6012,10.1007/s00359-021-01495-1
6013,10.1007/s00360-021-01382-w
6014,10.1007/s00359-021-01492-4
6015,"10.1007/s00359-021-01494-2
10.1007/BF00605480
10.1007/BF00197759
10.1002/neu.480130404
10.1080/01651269.1981.10553430
10.1080/01688170.1987.10510266
10.2307/1539182
10.1016/B978-0-12-384749-2.10010-X
10.7554/eLife.56962
10.1016/0016-6480(76)90187-8
10.1095/biolreprod40.6.1237
10.1152/jn.1997.78.6.2859
10.1007/s10158-020-00251-5
10.1002/neu.480120503
10.1007/s00265-006-0169-1
10.1152/jn.1970.33.6.877
10.1186/s13227-020-00169-4
10.1016/0196-9781(92)90099-O
10.1093/mollus/eyt049
10.1126/science.197.4302.490
10.1016/0092-8674(83)90492-0
10.1007/BF00656866
10.1038/2121582a0
10.1080/01651269.1983.10510048
10.1007/BF01324826
10.4003/0740-2783-23.1.113
10.1093/mollus/eys008
10.1016/j.cbpa.2008.03.007
10.1111/j.1744-7410.2007.00085.x
10.1523/JNEUROSCI.08-11-04184.1988
10.1177/074873001129002097
10.1095/biolreprod.103.022491
10.1080/01651269.1983.10510049"
6016,"10.1007/s00360-021-01381-x
10.1201/b20420-3"
6017,10.1007/s00360-021-01380-y
6018,"10.1007/s00359-021-01491-5
10.1002/hipo.20069
10.3758/BF03213446
10.1242/bio.021634
10.1016/j.nlm.2017.12.010
10.1038/s41591-020-01183-8
10.1016/j.bbr.2011.05.011
10.4249/scholarpedia.4247
10.1038/nrn1344
10.1016/j.wjorl.2018.02.003
10.1038/ncomms11793
10.1126/sciadv.aau9180
10.1111/j.1365-2427.2010.02470.x
10.1037/0097-7403.22.3.235
10.1016/0023-9690(74)90001-0
10.1111/j.1444-2906.2008.01560.x
10.3758/BF03335967
10.1007/BF03394178
10.3758/BF03326916
10.1080/19420889.2015.1040954
10.1111/j.1460-9568.2005.03970.x
10.1176/ajp.131.11.1204
10.1126/science.122.3160.157
10.3758/BF03328311
10.1126/science.155.3763.716
10.1126/science.185.4154.824
10.1016/0023-9690(76)90035-7
10.1016/j.jneumeth.2009.11.014
10.4161/cib.23955
10.1186/1471-2202-14-83
10.1247/csf.15.393
10.1016/j.neulet.2004.02.074
10.1016/j.molbrainres.2004.08.016
10.1242/jeb.120329
10.1242/jeb.113266
10.1242/jeb.212886
10.1037/h0031585
10.1016/j.nlm.2004.06.003
10.2108/zsj.13.803
10.1016/j.cbpa.2007.06.422
10.3389/fnins.2017.00254
10.1146/annurev.ge.22.120188.003215
10.1016/0005-7967(81)90053-X
10.1016/j.jphysparis.2003.10.008
10.1016/j.nlm.2006.12.002
10.2307/3571538
10.1016/0031-9384(73)90089-9
10.1007/s10158-020-00241-7
10.1016/S0168-0102(98)00121-7
10.1016/j.it.2007.08.007
10.1016/s1074-7427(02)00008-4
10.1016/j.neuroscience.2018.01.028
10.1037/h0025416
10.1101/lm.8305
10.1016/j.neubiorev.2019.11.020
10.1016/S0950-5601(53)80011-0
10.1007/BF00612791
10.3389/fpsyg.2018.01494
10.1037/h0029790
10.1098/rsbl.2010.0459
10.3758/BF03330734
10.1007/s12192-013-0485-0
10.1155/2015/645157
10.1101/lm.77004
10.1242/jeb.02069
10.1242/jeb.134296
10.1242/jeb.190405
10.1016/j.neulet.2013.09.042
10.12659/MSMBR.894221
10.1242/jeb.075960
10.1523/ENEURO.0088-20.2020
10.2307/2422289
10.4067/S0716-97602007000200003
10.1556/ABiol.55.2004.1-4.18
10.1021/jm801445c"
6019,10.1007/s00360-021-01379-5
6020,10.1007/s00360-021-01375-9
6021,10.1007/s00360-021-01373-x
6022,"10.1007/s00360-021-01377-7
10.1016/0034-5687(70)90056-3
10.1016/j.resp.2005.04.003
10.1152/japplphysiol.01086.2007
10.1016/j.resp.2011.05.005
10.1073/pnas.0813216106
10.1016/0034-5687(86)90075-7
10.1152/japplphysiol.00985.2002
10.1016/0034-5687(80)90046-8
10.1242/jeb.102.1.347
10.1007/BF00694390
10.1016/j.resp.2005.06.004
10.1016/0300-9629(83)90569-8
10.1016/S0034-5687(98)00046-2
10.1016/S0034-5687(99)00085-7
10.1016/j.jtherbio.2005.11.020
10.1002/cphy.c130053
10.1113/jphysiol.2013.257741
10.1111/apha.12312
10.1152/physrev.00003.2019
10.1152/ajplegacy.1966.210.5.1021
10.1007/0-387-31311-7_3
10.1091/mbc.e09-12-1003
10.1152/jappl.2000.88.4.1489
10.1016/j.resp.2011.06.018
10.1152/jappl.1966.21.6.1898
10.1111/j.1469-7793.1998.519bn.x
10.1152/ajpregu.1992.262.6.R1040
10.1164/rccm.200510-1584PP
10.1016/S0034-5687(98)00039-5
10.1016/j.resp.2010.09.002
10.1152/jappl.1966.21.2.375
10.1172/JCI108874
10.1152/japplphysiol.00019.2002
10.1152/jappl.1978.45.4.644
10.1016/j.cbpa.2016.01.018
10.1016/j.redox.2020.101687
10.1113/jphysiol.1992.sp019239
10.1016/j.cbpa.2007.04.014
10.1073/pnas.022634199
10.1016/j.neuroscience.2011.11.030
10.1111/apha.12177
10.1038/35093117
10.1007/s00424-017-2022-y
10.1152/ajpregu.1994.266.2.R387
10.1152/jappl.1994.77.3.1067
10.1152/jappl.1984.56.1.207
10.1139/y99-001
10.1021/bi500331y
10.1073/pnas.1614596114
10.1085/jgp.200609591
10.1152/ajpcell.00463.2008
10.1152/japplphysiol.00876.2003
10.1073/pnas.1322172111
10.1152/physiol.00034.2013
10.12688/f1000research.16247.1
10.1007/s00424-015-1719-z
10.1152/physiol.00040.2019
10.1016/0300-9629(95)02008-X
10.1113/jp274351
10.1016/j.brainres.2009.06.039
10.1146/annurev.physiol.64.081501.155856
10.1152/jappl.1997.82.1.317
10.1113/jphysiol.2009.175828
10.1152/physrev.00012.2009
10.1016/0034-5687(73)90073-X
10.1016/0300-9629(80)90175-9
10.1152/jappl.1977.42.1.120
10.1073/pnas.1"
6023,10.1007/s00359-021-01490-6
6024,10.1007/s00359-021-01489-z
6025,"10.1007/s00360-021-01374-w
10.1007/BF00393750
10.1093/conphys/cow012
10.1242/jeb.163717"
6026,10.1007/s00360-021-01376-8
6027,"10.1007/s00360-021-01364-y
10.1152/jappl.1961.16.6.1034
10.1016/0034-5687(71)90055-7
10.1016/0034-5687(88)90008-4
10.1152/jappl.1986.60.6.1992
10.1113/jphysiol.1961.sp006750
10.1113/jphysiol.1960.sp006459
10.1016/0034-5687(72)90034-5
10.1016/0034-5687(72)90034-5
10.1016/0034-5687(72)90033-3
10.1111/joa.12843
10.1111/joa.13316
10.1016/j.resp.2006.05.001
10.1016/0034-5687(89)90015-7
10.1152/jappl.1994.77.6.2748
10.1016/S0034-5687(99)00103-6
10.1139/y92-051
10.1016/S0034-5687(98)00047-4
10.1113/jphysiol.1959.sp006344
10.1007/978-3-642-88402-3_11
10.1113/jphysiol.1965.sp007585
10.1016/s0034-5687(01)00227-4
10.1152/ajpregu.00225.2003
10.1242/jeb.205.4.533
10.1002/1097-0185(20010301)262:3<253::AID-AR1025>3.0.CO;2-B
10.1002/jcp.1030410207
10.1530/jrf.0.0560459
10.1242/jeb.204.23.4031
10.1152/jappl.1983.54.5.1229
10.1152/jappl.1984.56.6.1533
10.1152/jappl.1985.59.2.295
10.1016/0034-5687(89)90140-0
10.1139/y90-242
10.1164/ajrccm/146.1.11
10.1038/17713
10.1152/jappl.1988.64.3.952
10.1152/jappl.1950.2.11.592
10.1007/978-94-009-6536-2_29
10.1002/ar.1092430109
10.1152/jappl.1997.83.2.537
10.1203/00006450-199802000-00006
10.1086/662557"
6028,10.1007/s00359-021-01488-0
6029,"10.1007/s00360-021-01370-0
10.1007/s00265-007-0502-3
10.1111/j.1365-2435.2010.01759.x
10.18637/jss.v067.i01
10.1016/j.tree.2008.12.005
10.1086/346134
10.1111/1365-2435.12402
10.32614/RJ-2017-046
10.1093/icb/icu046
10.1007/s10393-013-0833-7
10.1046/j.1365-2435.1997.00099.x
10.1086/605391
10.1007/s00265-015-1897-x
10.1016/j.anbehav.2005.01.016
10.1086/285346
10.1111/brv.12243
10.1016/j.ygcen.2007.04.007
10.1016/j.ygcen.2005.08.005
10.1093/icb/icp032
10.1111/j.1095-8312.2007.00772.x
10.1002/cphy.c140061
10.1093/icb/icx048
10.1098/rsbl.2019.0160
10.1163/000579510x541265
10.1242/jeb.114975
10.1111/1365-2435.12653
10.1242/jeb.153767
10.1146/annurev.ecolsys.32.081501.114048
10.1670/132-05A.1
10.1111/ele.13164
10.1016/j.tree.2006.09.017
10.1086/678567
10.1016/j.anbehav.2006.02.003
10.1111/j.1365-2435.2007.01263.x
10.1002/jez.2338
10.1093/icb/icl049
10.1034/j.1600-0706.2000.880110.x
10.1086/589521
10.1007/s004420050981
10.1098/rspb.2002.2185
10.1111/j.1365-2435.01094.x
10.1242/jeb.073049
10.1038/s41467-018-06793-y
10.1111/1365-2435.13458
10.1111/j.1469-185X.2011.00214.x
10.1007/s00360-014-0826-z
10.1017/S003118200008149X
10.1016/j.yhbeh.2005.04.009
10.1016/j.anbehav.2003.02.003
10.1111/bij.12685
10.1006/brbi.2000.0619
10.1098/rspb.2002.1959
10.1210/er.21.1.55
10.1126/science.7112113
10.1093/icb/icx062
10.1079/pns2003282
10.1111/j.1365-2435.2006.01163.x
10.1098/rspb.2014.0333
10.1111/1365-2435.12012
10.1093/beheco/aru170
10.1016/j.anbehav.2020.07.004
10.1242/jeb.214171
10.1242/jeb.038315"
6030,"10.1007/s00360-021-01369-7
10.1016/0014-5793(76)80434-6
10.1152/physrev.00001.2015
10.1126/science.1214977
10.1016/j.yjmcc.2013.03.012
10.1016/0003-2697(76)90527-3
10.1002/yea.2984
10.1042/BJ20110162
10.1007/s10863-009-9264-0
10.1074/jbc.M212661200
10.1128/JVI.05385-11
10.1042/bj3410233
10.1016/j.jviromet.2014.10.014
10.1124/pr.107.06002
10.1007/978-1-61779-382-0_7
10.1038/srep07081
10.1073/pnas.97.20.11080
10.1016/j.ceca.2008.01.001
10.1016/j.redox.2015.08.020
10.1007/s10863-014-9595-3
10.1016/S0005-2728(98)00122-4
10.1016/0003-9861(79)90372-2
10.3389/fphys.2012.00431
10.1016/j.jembe.2009.06.008
10.1016/S0021-9258(17)33220-9
10.1016/j.bbabio.2012.08.001
10.1093/bioinformatics/8.3.275
10.1016/j.redox.2014.05.006
10.1016/j.bbabio.2018.07.004
10.1038/nrm4039
10.1016/j.mito.2017.11.007
10.1002/(SICI)1097-010X(19990201)283:2<147::AID-JEZ5>3.0.CO;2-D
10.1371/journal.pone.0039839
10.1016/j.taap.2005.03.016
10.1093/molbev/msw054
10.1016/j.jtbi.2017.04.031
10.1128/JVI.00321-06
10.1007/s10863-019-09789-5
10.1016/j.bbabio.2020.148209
10.1186/1743-422X-10-186
10.1152/ajpregu.00844.2004
10.1016/j.ceca.2005.06.011
10.1099/0022-1317-79-8-1833
10.1111/are.13380
10.1038/nature17656
10.1016/S0091-679X(06)80001-4
10.1016/j.jembe.2003.10.010
10.1042/bj3070657
10.1098/rsif.2015.0584
10.1007/s10863-018-9753-0
10.1146/annurev.micro.53.1.577
10.1111/j.1753-5131.2010.01036.x
10.1016/S0006-2952(98)00232-9
10.1093/oxfordjournals.molbev.a040454
10.1152/ajpheart.00436.2008
10.1038/msb.2011.75
10.1016/j.ceca.2012.03.003
10.1152/ajpcell.2000.278.2.C423
10.1242/jeb.203.21.3355
10.1016/0300-9629(93)90516-7
10.1016/j.bbabio.2009.07.001
10.1080/15222055.2016.1194923"
6031,"10.1007/s00360-021-01372-y
10.1152/physrev.1992.72.4.941
10.1134/s1062360414050038
10.1152/ajpregu.00086.2004
10.1016/0300-9629(89)90794-9
10.1016/0300-9629(72)90473-2
10.1016/S0034-5687(99)00103-6
10.1126/science.134.3487.1359
10.1002/jmor.1050880104
10.1016/0300-9629(87)90282-9
10.1016/j.cbpa.2017.07.017
10.1016/0028-2243(88)90166-9
10.1016/0034-5687(81)90122-5
10.1007/978-94-009-6536-2_21
